GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
3150        21   39342315   39349121     21       4  184305     -0.72157      0.76472
7485        21   39379676   39397889     42      12  184305      -0.7212      0.76461
150082      21   39405844   39445793     78      12  184305      -0.2914      0.61463
6450        21   39445856   39515506    172      23  184305      0.83037      0.20317
10317       21   39612940   39662889    166      17  184305     0.084629      0.46628
150084      21   39725838   39802096    236      37  184305      -1.5289      0.93685
5121        21   39867421   39929397    232      24  184305     -0.48728      0.68697
1826        21   40010999   40847113   2797     140  184305       2.3648     0.009021
25825       21   41167801   41282534    552      35  184305      0.57088      0.28404
191585      21   41175231   41185239     37       8  184305      0.56841      0.28488
54097       21   41304223   41357727    206      36  184305      -0.8372      0.79876
4600        21   41361986   41408943    180      34  184305      0.21814      0.41366
4599        21   41420329   41459214    190      26  184305      0.52528      0.29969
7113        21   41464551   41508158    151      23  184305      -1.3982      0.91897
54101       21   41739369   41767089    102      14  184305      -1.2149      0.88779
63977       21   41798225   41879482    325      26  184305      0.11054      0.45599
25966       21   41885110   41953957    316      27  184305     -0.93085      0.82404
49854       21   41986831   42010387     78      18  184305      -0.3543      0.63844
89766       21   42031463   42142996    466      47  184305     -0.78888      0.78491
9619        21   42199689   42304387    422      52  184305     -0.84208      0.80013
7033        21   42311667   42315596     17       5  184305      0.57012       0.2843
7032        21   42346357   42351099     11       2  184305     -0.78844      0.78478
7031        21   42362282   42366535      8       3  184305     -0.15798      0.56276
64699       21   42371887   42396846     77      18  184305     -0.52572      0.70046
53347       21   42403862   42447688    139      22  184305      0.44521      0.32808
89765       21   42472486   42496354    114      20  184305     0.050215      0.47998
54020       21   42499632   42581440    254      40  184305     -0.35926       0.6403
5152        21   42653752   42775520    416      66  184305      0.34335      0.36567
10785       21   42843080   42879589    152      23  184305       2.6591    0.0039176
4731        21   42893268   42909670     74      15  184305      0.82869      0.20364
105372818   21   42916803   42919021     10       5  184305        1.933     0.026618
5316        21   42974510   43033931    120      24  184305      0.91431      0.18028
875         21   43053191   43076868     90      21  184305       1.5278     0.063281
7307        21   43092956   43107578     62      16  184305     -0.57054      0.71584
1409        21   43169008   43172810     10       5  184305     0.044698      0.48217
105372843   21   43191604   43195876     30       4  184305      -1.7043      0.95583
150094      21   43414509   43427126     34       9  184305      -1.2784      0.89944
11077       21   43529186   43659499    609      36  184305       1.4861     0.068629
23076       21   43659551   43696079    155      31  184305     -0.42904      0.66605
8566        21   43719097   43762307    195      28  184305      -1.5708      0.94188
105372824   21   43737000   43738097      6       2  184305     -0.60852      0.72858
1476        21   43773665   43776375     19       7  184305      -1.0551       0.8543
8568        21   43789535   43804102     69      16  184305      0.98136      0.16321
56894       21   43865160   43987594    508      42  184305      0.21288      0.41571
7109        21   44012325   44106552    396      47  184305       1.0888      0.13812
5822        21   44107290   44131181     85      13  184305      -1.2414      0.89278
8209        21   44133612   44145723     63       7  184305      -2.4473       0.9928
23308       21   44216971   44241447    124      14  184305       -1.872       0.9694
29947       21   44246339   44267138    110      17  184305      -1.4513      0.92665
326         21   44285838   44298219     58       7  184305     -0.20643      0.58177
5211        21   44300034   44327381    121      13  184305     -0.36382        0.642
755         21   44328944   44339402     47       9  184305      -0.2154      0.58527
7226        21   44350126   44443081    496      31  184305      0.36094      0.35907
81543       21   44455486   44458856     30       4  184305      0.88711      0.18751
105372834   21   44473512   44477220     20       7  184305       1.1372      0.12772
54084       21   44497892   44711580    374      53  184305       1.2675      0.10249
386682      21   44558023   44558760      2       1  184305      -2.5712      0.99493
386672      21   44573729   44575371      4       2  184305       2.2292     0.012901
386680      21   44579455   44580604      4       2  184305       1.3728     0.084911
386674      21   44591268   44592505      3       2  184305     0.099596      0.46033
386675      21   44600597   44602174      4       2  184305       1.8082     0.035287
386676      21   44627123   44628378      4       2  184305      -1.5585      0.94044
7327        21   44768580   44801836    156      21  184305       1.6938     0.045155
6612        21   44805617   44818129     46       9  184305       1.0229      0.15319
754         21   44849585   44873903    107      12  184305       1.3054     0.095879
3689        21   44885949   44928873     87      19  184305       2.8898    0.0019273
