PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163964.14.wgt.RDat	ENSG00000163964.14	3	196712357	196712358	0.2493	rs9877632	 2.56	rs2049232	 0.099396	 -5.22	-0.01210	402	  8	lasso	0.16	1.2e-09	-0.445229	6.56e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000119231.10.wgt.RDat	ENSG00000119231.10	3	196867855	196867856	0.2132	rs9877632	 2.56	rs555582	 0.106524	  4.97	-0.59506	428	  1	top1	0.11	6.7e-07	-0.595064	5.52e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000119227.7.wgt.RDat	ENSG00000119227.7	3	196968870	196968871	0.7001	rs7645524	-2.62	rs12636891	 0.241287	  8.04	 1.05404	461	 52	enet	0.45	1.6e-29	 0.510972	6.09e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000213519.2.wgt.RDat	ENSG00000213519.2	3	197580628	197580629	0.2279	rs1897298	 2.93	rs2362691	 0.031453	  4.86	 0.98740	379	 10	enet	0.12	1.2e-07	 0.946866	3.44e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000214135.8.wgt.RDat	ENSG00000214135.8	3	197627905	197627906	0.3196	rs1897298	 2.93	rs28703192	 0.116386	  5.39	 0.55141	369	  1	top1	0.12	2e-07	 0.551415	5.81e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114473.13.wgt.RDat	ENSG00000114473.13	3	197960141	197960142	0.0910	rs1897298	 2.93	rs6768307	 0.021747	  4.02	-1.81662	202	  1	top1	0.022	0.018	-1.816619	6.93e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000250312.6.wgt.RDat	ENSG00000250312.6	4	124479	124480	0.6660	rs6826124	 2.46	rs6842197	 0.434720	 9.92	 2.1266	149	149	susie	0.51	5.9e-35	 1.9747	0.048297
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000275426.1.wgt.RDat	ENSG00000275426.1	4	149737	149738	0.4835	rs6826124	 2.46	rs17802159	 0.137038	-6.52	 1.1943	157	 23	enet	0.25	3.3e-15	-0.8423	0.399596
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000186777.11.wgt.RDat	ENSG00000186777.11	4	305320	305321	0.1251	rs6826124	 2.46	rs7661412	 0.003189	 3.70	-1.2648	224	 25	enet	0.043	0.0014	-2.1101	0.034848
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169026.12.wgt.RDat	ENSG00000169026.12	4	689440	689441	0.3796	rs935971	 2.71	rs28470912	 0.108071	 5.85	-0.1825	386	386	susie	0.14	9.6e-09	-0.5156	0.606160
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185619.18.wgt.RDat	ENSG00000185619.18	4	705747	705748	0.7088	rs935971	 2.71	rs10452329	 0.389786	-9.24	-0.8164	385	 32	enet	0.51	1.7e-34	 1.3003	0.193491
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000168993.14.wgt.RDat	ENSG00000168993.14	4	826197	826198	0.1679	rs935971	 2.71	rs6838241	 0.039689	-4.68	 0.3818	399	  1	top1	0.04	0.002	-0.3818	0.702635
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000178950.16.wgt.RDat	ENSG00000178950.16	4	932372	932373	0.1366	rs935971	 2.71	rs764324	 0.021872	-4.12	 0.3905	417	  1	top1	0.022	0.017	-0.3905	0.696147
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145214.13.wgt.RDat	ENSG00000145214.13	4	986894	986895	0.3679	rs935971	 2.71	rs4690326	 0.244839	-7.33	-0.0331	400	  1	top1	0.24	9e-15	 0.0331	0.973598
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000127415.12.wgt.RDat	ENSG00000127415.12	4	986996	986997	0.4732	rs935971	 2.71	rs2290402	 0.159121	-6.52	-0.0850	400	 12	lasso	0.24	1.2e-14	-0.1504	0.880474
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145217.13.wgt.RDat	ENSG00000145217.13	4	993439	993440	0.7042	rs935971	 2.71	rs3822020	 0.571807	11.04	 0.6225	401	401	susie	0.57	3.8e-41	 0.5724	0.567028
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000178222.12.wgt.RDat	ENSG00000178222.12	4	1113561	1113562	0.2662	rs935971	 2.71	rs11937228	 0.039944	-4.51	-0.5267	385	385	susie	0.061	0.00016	 1.1368	0.255631
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273179.1.wgt.RDat	ENSG00000273179.1	4	1167777	1167778	0.1615	rs935971	 2.71	rs1250114	 0.006266	 4.00	-1.1371	384	384	susie	0.036	0.003	-1.2289	0.219113
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000159692.15.wgt.RDat	ENSG00000159692.15	4	1249136	1249137	0.0930	rs2166580	 3.00	rs4690309	 0.016082	 3.81	-0.2889	408	  1	top1	0.016	0.036	-0.2889	0.772673
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000196810.4.wgt.RDat	ENSG00000196810.4	4	1249299	1249300	0.1899	rs2166580	 3.00	rs2878539	 0.108477	 6.53	-0.4186	408	408	susie	0.18	1e-10	-0.5984	0.549584
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000090316.15.wgt.RDat	ENSG00000090316.15	4	1289850	1289851	0.2281	rs2166580	 3.00	rs1316393	 0.130405	 5.87	 0.4670	388	  1	top1	0.13	3.5e-08	 0.4670	0.640519
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163945.15.wgt.RDat	ENSG00000163945.15	4	1347265	1347266	0.3470	rs2166580	 3.00	rs4647930	-0.004733	 4.76	 2.5186	376	 14	enet	0.11	7.6e-07	 0.1473	0.882918
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000179979.8.wgt.RDat	ENSG00000179979.8	4	1391551	1391552	0.4116	rs2166580	 3.00	rs10024529	 0.142314	 6.56	-0.4611	349	 37	enet	0.31	7.9e-19	-0.0825	0.934242
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174137.12.wgt.RDat	ENSG00000174137.12	4	1684301	1684302	0.1814	rs2166580	 3.00	rs12641194	-0.004346	 2.96	 0.5228	269	 24	enet	0.025	0.012	-0.4909	0.623483
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000013810.18.wgt.RDat	ENSG00000013810.18	4	1721489	1721490	0.1045	rs2166580	 3.00	rs798727	 0.006616	 3.50	 2.3076	268	268	susie	0.029	0.0072	 2.0175	0.043648
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000068078.17.wgt.RDat	ENSG00000068078.17	4	1793306	1793307	0.3859	rs2166580	 3.00	rs3135848	 0.150006	 5.73	 0.4205	277	 18	enet	0.19	2.5e-11	 1.9731	0.048485
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000249673.6.wgt.RDat	ENSG00000249673.6	4	2934898	2934899	0.1876	rs7677445	 2.08	rs4961	 0.034766	-4.20	-0.2413	373	373	susie	0.038	0.0023	 0.1796	0.857503
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000125388.19.wgt.RDat	ENSG00000125388.19	4	2963607	2963608	0.3817	rs2498323	 2.67	rs3021140	 0.323402	-8.44	-0.2712	379	  1	top1	0.32	7.3e-20	 0.2712	0.786222
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163956.10.wgt.RDat	ENSG00000163956.10	4	3532558	3532559	0.2768	rs2699426	 3.03	rs2237011	 0.167320	-6.20	-0.7880	330	330	susie	0.18	5.5e-11	 0.6961	0.486337
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000250986.1.wgt.RDat	ENSG00000250986.1	4	3763389	3763390	0.2299	rs2699426	 3.03	rs445275	 0.053203	 4.57	-1.2566	300	300	susie	0.077	2.5e-05	-1.2255	0.220375
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000132406.11.wgt.RDat	ENSG00000132406.11	4	4248211	4248212	0.3145	rs7670059	-2.55	rs2916457	 0.136051	-5.49	-0.9981	370	  6	lasso	0.14	7.5e-09	 1.5022	0.133033
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163132.6.wgt.RDat	ENSG00000163132.6	4	4859665	4859666	0.1921	rs7670059	-2.55	rs4330303	 0.106272	 4.92	-0.1014	552	  1	top1	0.11	6.9e-07	-0.1014	0.919205
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000072832.14.wgt.RDat	ENSG00000072832.14	4	5893057	5893058	0.1905	rs994812	-2.85	rs3755851	 0.108868	 4.95	 0.8279	757	  1	top1	0.11	5e-07	 0.8279	0.407720
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000013288.8.wgt.RDat	ENSG00000013288.8	4	6575174	6575175	0.4876	rs3901368	 2.26	rs7659958	 0.150451	-6.05	 0.0481	527	527	susie	0.17	1.3e-10	-1.3586	0.174271
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000251580.1.wgt.RDat	ENSG00000251580.1	4	6670998	6670999	0.3721	rs10014813	-2.59	rs2285864	 0.267039	-7.59	-0.7151	546	  1	top1	0.27	3.7e-16	 0.7151	0.474539
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109519.12.wgt.RDat	ENSG00000109519.12	4	7068196	7068197	0.2166	rs10014813	-2.59	rs3796908	 0.013636	 4.46	 0.6797	639	  3	lasso	0.027	0.0092	 0.2702	0.786977
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000251615.3.wgt.RDat	ENSG00000251615.3	4	8358337	8358338	0.3619	rs4696836	-2.88	rs12507368	 0.215931	 6.93	 0.3121	530	530	susie	0.23	1e-13	-0.2377	0.812118
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000087008.15.wgt.RDat	ENSG00000087008.15	4	8440722	8440723	0.2025	rs4696836	-2.88	rs7809	 0.041732	-4.99	-2.6229	494	  5	lasso	0.13	2.7e-08	 1.1695	0.242207
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000205959.3.wgt.RDat	ENSG00000205959.3	4	8482269	8482270	0.2614	rs4696836	-2.88	rs4696836	 0.104870	-5.35	-2.8798	473	 15	enet	0.15	2.3e-09	 2.1842	0.028944
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000250942.1.wgt.RDat	ENSG00000250942.1	4	9677307	9677308	0.1757	rs11723439	-2.62	rs4260536	-0.000549	 3.30	 2.2715	356	  5	lasso	0.013	0.054	 2.2486	0.024540
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109667.11.wgt.RDat	ENSG00000109667.11	4	10054935	10054936	0.1576	rs7656072	 3.12	rs16868313	 0.116891	 5.81	-0.6266	560	 16	enet	0.13	3.4e-08	-0.8868	0.375165
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000261490.1.wgt.RDat	ENSG00000261490.1	4	10073018	10073019	0.1688	rs7656072	 3.12	rs10516201	 0.163754	 6.18	-1.3101	567	  1	top1	0.16	5.1e-10	-1.3101	0.190160
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000178163.7.wgt.RDat	ENSG00000178163.7	4	10457407	10457408	0.1042	rs7656072	 3.12	rs17198113	 0.006529	 3.65	-0.7035	631	 15	enet	0.022	0.018	 0.2690	0.787940
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273133.1.wgt.RDat	ENSG00000273133.1	4	15564252	15564253	0.1069	rs1861044	-3.32	rs4235379	 0.084935	 4.73	-2.7704	548	  1	top1	0.085	9.2e-06	-2.7704	0.005599
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137441.7.wgt.RDat	ENSG00000137441.7	4	15963235	15963236	0.1705	rs1861044	-3.32	rs4698431	 0.001508	-3.54	 1.3099	574	574	susie	0.023	0.015	-0.4687	0.639306
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000007062.11.wgt.RDat	ENSG00000007062.11	4	16084377	16084378	0.3219	rs4423870	 2.91	rs884718	 0.172161	 6.61	-0.1604	582	 22	enet	0.22	1.6e-13	-0.0482	0.961517
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000263327.6.wgt.RDat	ENSG00000263327.6	4	16226684	16226685	0.4559	rs12152560	 2.33	rs203441	 0.009081	-3.73	-0.2277	605	 48	enet	0.065	9.6e-05	 0.4609	0.644894
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169762.16.wgt.RDat	ENSG00000169762.16	4	16227409	16227410	0.2080	rs12152560	 2.33	rs13124087	-0.004185	-3.11	-0.3261	605	605	susie	-0.0026	0.5	 0.9112	0.362202
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000118579.12.wgt.RDat	ENSG00000118579.12	4	17614630	17614631	0.1972	rs17518793	-3.72	rs6813375	 0.194399	-6.90	 1.3036	418	418	susie	0.21	1.9e-12	-1.2727	0.203114
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163257.10.wgt.RDat	ENSG00000163257.10	4	17810757	17810758	0.2435	rs17518793	-3.72	rs6842303	 0.158505	 6.42	-2.7091	379	 11	lasso	0.17	2.8e-10	-2.8114	0.004933
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163138.18.wgt.RDat	ENSG00000163138.18	4	20696281	20696282	0.2373	rs10031791	 2.87	rs11936560	 0.083906	 4.66	-0.9725	476	  1	top1	0.084	1e-05	-0.9725	0.330779
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000181982.18.wgt.RDat	ENSG00000181982.18	4	24980147	24980148	0.1460	rs4295245	-2.68	rs7684977	-0.003464	-3.16	 1.0435	519	519	susie	0.012	0.06	-1.2195	0.222647
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000281501.1.wgt.RDat	ENSG00000281501.1	4	25160640	25160641	0.7407	rs4295245	-2.68	rs16876882	 0.406816	-9.20	 0.7903	547	 11	lasso	0.44	3e-28	-0.8453	0.397938
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000038210.12.wgt.RDat	ENSG00000038210.12	4	25233974	25233975	0.1462	rs6841999	-2.62	rs16876811	 0.005315	 3.84	 0.9772	544	  5	lasso	0.012	0.062	 0.9897	0.322329
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000053900.10.wgt.RDat	ENSG00000053900.10	4	25377212	25377213	0.4346	rs6841999	-2.62	rs7684466	 0.413975	 9.46	 0.0880	539	539	susie	0.43	5.8e-28	-0.0449	0.964191
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000091490.10.wgt.RDat	ENSG00000091490.10	4	25863759	25863760	0.2944	rs7663150	-2.68	rs2276951	 0.042123	 4.45	-1.2908	468	468	susie	0.047	0.00086	-0.6605	0.508921
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240005.5.wgt.RDat	ENSG00000240005.5	4	26860598	26860599	0.2862	rs10517097	-2.73	rs4505809	 0.206564	 6.78	 0.4526	372	  1	top1	0.21	1.8e-12	 0.4526	0.650849
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169299.13.wgt.RDat	ENSG00000169299.13	4	37826632	37826633	0.1874	rs2973217	 2.95	rs2995977	-0.003155	 4.01	 0.1006	669	  8	lasso	0.0039	0.18	 0.3366	0.736433
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279386.1.wgt.RDat	ENSG00000279386.1	4	37867090	37867091	0.1702	rs1487630	 3.17	rs6531591	 0.001102	 3.63	 0.0124	657	  4	lasso	0.0081	0.1	-0.2908	0.771190
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231160.9.wgt.RDat	ENSG00000231160.9	4	38664882	38664883	0.3350	rs16994919	-4.55	rs2126526	 0.089497	 6.04	-0.8214	588	 17	enet	0.21	1e-12	 0.7106	0.477331
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109790.16.wgt.RDat	ENSG00000109790.16	4	39045038	39045039	0.1163	rs16994919	-4.55	rs6840214	 0.017022	 4.16	 0.0642	485	 22	enet	0.055	0.00032	-1.0432	0.296847
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000249685.1.wgt.RDat	ENSG00000249685.1	4	39133912	39133913	0.2259	rs16994919	-4.55	rs7685468	 0.179043	-6.43	-1.4233	451	  1	top1	0.18	7e-11	 1.4233	0.154641
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163682.15.wgt.RDat	ENSG00000163682.15	4	39458585	39458586	0.6762	rs3860068	 2.77	rs2249563	 0.563979	10.95	 0.9600	373	  5	lasso	0.57	7.2e-41	 0.9686	0.332758
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224097.5.wgt.RDat	ENSG00000224097.5	4	39480254	39480255	0.1529	rs3860068	 2.77	rs7670903	 0.003893	-3.66	-0.2723	366	 28	enet	0.019	0.025	-0.6107	0.541394
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000179299.16.wgt.RDat	ENSG00000179299.16	4	40749896	40749897	0.1671	rs17512296	 2.91	rs6857327	-0.002566	-3.70	-0.1245	488	488	susie	0.0018	0.24	 1.7836	0.074491
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163697.16.wgt.RDat	ENSG00000163697.16	4	41216713	41216714	0.1950	rs12650467	 2.90	rs4861072	 0.035629	-3.75	-1.3885	466	 22	enet	0.072	4.3e-05	-0.4229	0.672350
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154277.12.wgt.RDat	ENSG00000154277.12	4	41256412	41256413	0.1663	rs12650467	 2.90	rs1597891	 0.044083	 4.80	-1.1531	466	 24	enet	0.064	0.00012	 0.7061	0.480108
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000124406.16.wgt.RDat	ENSG00000124406.16	4	42657104	42657105	0.3357	rs16854936	-2.37	rs6851867	 0.106554	 5.87	-0.8725	484	484	susie	0.11	5.4e-07	-0.9301	0.352336
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000151806.13.wgt.RDat	ENSG00000151806.13	4	44678556	44678557	0.4087	rs4311342	-3.45	rs6828324	 0.138272	 5.69	-1.2100	372	  1	top1	0.14	1.3e-08	-1.2100	0.226294
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273369.1.wgt.RDat	ENSG00000273369.1	4	44694385	44694386	0.1782	rs4311342	-3.45	rs17653012	-0.001587	 3.75	-0.5904	373	 21	enet	0.0095	0.083	-1.9719	0.048626
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163281.11.wgt.RDat	ENSG00000163281.11	4	44726594	44726595	0.3281	rs4311342	-3.45	rs17600797	 0.134454	 5.79	 1.1735	375	375	susie	0.16	1.4e-09	 1.8259	0.067868
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109158.10.wgt.RDat	ENSG00000109158.10	4	46994406	46994407	0.1012	rs4401483	 2.67	rs12331018	-0.003091	-3.03	 0.6884	331	331	susie	0.0042	0.17	 0.8895	0.373761
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145246.13.wgt.RDat	ENSG00000145246.13	4	47485287	47485288	0.1491	rs12501459	 2.46	rs4694857	-0.001341	-3.64	 0.4319	399	399	susie	0.011	0.065	 0.2218	0.824479
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163293.11.wgt.RDat	ENSG00000163293.11	4	47914205	47914206	0.2199	rs167692	-1.87	rs321630	 0.100103	 5.07	-0.5488	412	  1	top1	0.1	1.5e-06	-0.5488	0.583152
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000198515.13.wgt.RDat	ENSG00000198515.13	4	48016671	48016672	0.4192	rs167692	-1.87	rs321630	 0.278152	 7.77	-0.5488	407	 17	enet	0.3	4.9e-18	-0.8602	0.389661
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000135605.12.wgt.RDat	ENSG00000135605.12	4	48269863	48269864	0.0781	rs776598	 2.13	rs992423	 0.025548	 3.87	-0.8959	346	346	susie	0.033	0.0047	-0.7614	0.446407
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145248.6.wgt.RDat	ENSG00000145248.6	4	48483342	48483343	0.1032	rs776598	 2.13	rs4413478	 0.034288	 4.57	-1.3148	326	  2	lasso	0.049	0.00064	-1.2779	0.201281
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109180.14.wgt.RDat	ENSG00000109180.14	4	48805211	48805212	0.0662	rs776598	 2.13	rs13141523	 0.064541	 4.44	 0.8607	221	221	susie	0.069	5.8e-05	 0.5667	0.570939
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000248375.1.wgt.RDat	ENSG00000248375.1	4	52720830	52720831	0.1110	rs2200225	-2.45	rs17051666	 0.073005	-5.24	-0.7906	286	  1	top1	0.073	3.8e-05	 0.7906	0.429149
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184178.15.wgt.RDat	ENSG00000184178.15	4	53366074	53366075	0.1063	rs2245157	 3.73	rs6554071	-0.002731	-3.39	-0.3339	447	447	susie	0.015	0.043	 0.3099	0.756619
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000249706.1.wgt.RDat	ENSG00000249706.1	4	53899870	53899871	0.2129	rs2245157	 3.73	rs13108177	 0.068032	-4.68	 1.5526	451	 16	enet	0.079	1.8e-05	-0.7397	0.459498
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000128039.10.wgt.RDat	ENSG00000128039.10	4	55346108	55346109	0.4189	rs4864540	 3.48	rs11133377	 0.048637	 5.45	-2.4182	402	 32	enet	0.24	2.6e-14	-0.5935	0.552862
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109265.13.wgt.RDat	ENSG00000109265.13	4	56049072	56049073	0.2865	rs6851971	 2.99	rs2412723	 0.046571	-4.98	 0.1819	442	 10	lasso	0.093	3.6e-06	 0.1976	0.843356
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000157426.13.wgt.RDat	ENSG00000157426.13	4	56387507	56387508	0.2346	rs9685436	-3.56	rs13124696	 0.089701	 5.33	-1.2852	447	  1	top1	0.09	5.2e-06	-1.2852	0.198726
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174780.15.wgt.RDat	ENSG00000174780.15	4	56466914	56466915	0.2411	rs7687767	 5.36	rs4340842	 0.098639	-4.80	-0.4508	441	  7	lasso	0.11	3e-07	 1.4055	0.159863
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171476.21.wgt.RDat	ENSG00000171476.21	4	56681898	56681899	0.2255	rs17087335	 5.47	rs12649154	 0.039348	 4.86	-0.0369	502	  4	lasso	0.067	8.2e-05	 0.3115	0.755431
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000269949.1.wgt.RDat	ENSG00000269949.1	4	56961372	56961373	0.2239	rs17087335	 5.47	rs13150593	 0.089273	-5.58	-2.1597	545	545	susie	0.12	1.4e-07	 1.9993	0.045574
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000084092.6.wgt.RDat	ENSG00000084092.6	4	56978638	56978639	0.1245	rs17087335	 5.47	rs1277311	 0.116363	-5.20	-1.4243	544	  1	top1	0.12	2e-07	 1.4243	0.154362
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000150471.16.wgt.RDat	ENSG00000150471.16	4	61201257	61201258	0.1899	rs924940	 2.74	rs13105031	 0.135429	-5.78	 0.9616	346	346	susie	0.15	4.1e-09	-1.0709	0.284207
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000033178.12.wgt.RDat	ENSG00000033178.12	4	67701178	67701179	0.2113	rs1548119	 2.80	rs1017878	 0.180981	-6.39	 2.6378	402	  1	top1	0.18	5.4e-11	-2.6378	0.008343
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000248049.6.wgt.RDat	ENSG00000248049.6	4	67701279	67701280	0.1852	rs1548119	 2.80	rs1038427	 0.075020	-4.42	 2.5281	402	  1	top1	0.075	3e-05	-2.5281	0.011468
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000227725.3.wgt.RDat	ENSG00000227725.3	4	68038543	68038544	0.1130	rs1548119	 2.80	rs28526365	 0.091302	 4.61	 0.5260	303	  1	top1	0.091	4.2e-06	 0.5260	0.598890
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000156096.13.wgt.RDat	ENSG00000156096.13	4	69526013	69526014	0.1557	rs4149525	 2.49	rs941389	 0.059768	-5.25	-0.3841	447	447	susie	0.11	3.8e-07	 0.2701	0.787051
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109321.10.wgt.RDat	ENSG00000109321.10	4	74445133	74445134	0.1432	rs6845297	-3.47	rs4352548	 0.004154	 3.29	-1.0643	348	348	susie	0.011	0.07	-0.5864	0.557629
